M,L,MON,LDC_SST_COLA_CESM1
4,2.5,0000 1 Jul 1991,26.3008
5,2.5,0000 1 Jul 1991,25.58542
6,2.5,0000 1 Jul 1991,26.35266
7,2.5,0000 1 Jul 1991,26.34075
8,2.5,0000 1 Jul 1991,26.79996
9,2.5,0000 1 Jul 1991,26.22232
10,2.5,0000 1 Jul 1991,26.6237
1,3.5,0000 1 Jul 1991,26.17585
2,3.5,0000 1 Jul 1991,25.75442
3,3.5,0000 1 Jul 1991,26.27204
4,3.5,0000 1 Jul 1991,26.07543
5,3.5,0000 1 Jul 1991,25.27462
6,3.5,0000 1 Jul 1991,26.23583
7,3.5,0000 1 Jul 1991,26.18327
8,3.5,0000 1 Jul 1991,26.90714
9,3.5,0000 1 Jul 1991,26.09524
10,3.5,0000 1 Jul 1991,26.55486
1,4.5,0000 1 Jul 1991,26.2264
2,4.5,0000 1 Jul 1991,25.89131
3,4.5,0000 1 Jul 1991,26.54965
4,4.5,0000 1 Jul 1991,26.23844
5,4.5,0000 1 Jul 1991,25.57052
6,4.5,0000 1 Jul 1991,26.35716
7,4.5,0000 1 Jul 1991,26.36562
8,4.5,0000 1 Jul 1991,27.39809
9,4.5,0000 1 Jul 1991,26.23381
10,4.5,0000 1 Jul 1991,26.82162
1,5.5,0000 1 Jul 1991,26.44218
2,5.5,0000 1 Jul 1991,26.04476
3,5.5,0000 1 Jul 1991,26.79008
4,5.5,0000 1 Jul 1991,26.50574
5,5.5,0000 1 Jul 1991,26.0107
6,5.5,0000 1 Jul 1991,26.52814
7,5.5,0000 1 Jul 1991,26.47723
8,5.5,0000 1 Jul 1991,27.79556
9,5.5,0000 1 Jul 1991,26.42628
10,5.5,0000 1 Jul 1991,27.1146
1,6.5,0000 1 Jul 1991,26.71465
2,6.5,0000 1 Jul 1991,26.21227
3,6.5,0000 1 Jul 1991,27.03939
4,6.5,0000 1 Jul 1991,26.63728
5,6.5,0000 1 Jul 1991,26.35048
6,6.5,0000 1 Jul 1991,26.57978
7,6.5,0000 1 Jul 1991,27.09247
8,6.5,0000 1 Jul 1991,27.90318
9,6.5,0000 1 Jul 1991,26.5683
10,6.5,0000 1 Jul 1991,27.29141
1,7.5,0000 1 Jul 1991,27.08223
2,7.5,0000 1 Jul 1991,26.48999
3,7.5,0000 1 Jul 1991,27.32249
4,7.5,0000 1 Jul 1991,26.84521
5,7.5,0000 1 Jul 1991,26.77374
6,7.5,0000 1 Jul 1991,26.80172
7,7.5,0000 1 Jul 1991,27.6955
8,7.5,0000 1 Jul 1991,27.81092
9,7.5,0000 1 Jul 1991,26.85223
10,7.5,0000 1 Jul 1991,27.31747
1,8.5,0000 1 Jul 1991,27.46827
2,8.5,0000 1 Jul 1991,26.97405
3,8.5,0000 1 Jul 1991,27.75138
4,8.5,0000 1 Jul 1991,27.26995
5,8.5,0000 1 Jul 1991,27.32829
6,8.5,0000 1 Jul 1991,27.25478
7,8.5,0000 1 Jul 1991,28.24217
8,8.5,0000 1 Jul 1991,27.72889
9,8.5,0000 1 Jul 1991,27.38
10,8.5,0000 1 Jul 1991,27.41335
1,9.5,0000 1 Jul 1991,27.94185
2,9.5,0000 1 Jul 1991,27.53265
3,9.5,0000 1 Jul 1991,28.20289
4,9.5,0000 1 Jul 1991,27.90107
5,9.5,0000 1 Jul 1991,27.92118
6,9.5,0000 1 Jul 1991,27.88324
7,9.5,0000 1 Jul 1991,28.19803
8,9.5,0000 1 Jul 1991,27.92834
9,9.5,0000 1 Jul 1991,27.94741
10,9.5,0000 1 Jul 1991,27.69571
1,10.5,0000 1 Jul 1991,28.35221
2,10.5,0000 1 Jul 1991,28.00779
3,10.5,0000 1 Jul 1991,28.64216
4,10.5,0000 1 Jul 1991,28.45054
5,10.5,0000 1 Jul 1991,28.35711
6,10.5,0000 1 Jul 1991,28.40013
7,10.5,0000 1 Jul 1991,27.73434
8,10.5,0000 1 Jul 1991,28.18069
9,10.5,0000 1 Jul 1991,28.42628
10,10.5,0000 1 Jul 1991,27.94386
1,1.5,0000 1 Aug 1991,25.97793
2,1.5,0000 1 Aug 1991,26.23648
3,1.5,0000 1 Aug 1991,26.24097
4,1.5,0000 1 Aug 1991,26.14029
5,1.5,0000 1 Aug 1991,26.15549
6,1.5,0000 1 Aug 1991,26.22999
7,1.5,0000 1 Aug 1991,26.24977
8,1.5,0000 1 Aug 1991,26.08256
9,1.5,0000 1 Aug 1991,26.32739
10,1.5,0000 1 Aug 1991,26.07109
1,2.5,0000 1 Aug 1991,25.47159
2,2.5,0000 1 Aug 1991,25.78113
3,2.5,0000 1 Aug 1991,26.01118
4,2.5,0000 1 Aug 1991,25.69247
5,2.5,0000 1 Aug 1991,25.76668
6,2.5,0000 1 Aug 1991,25.77909
7,2.5,0000 1 Aug 1991,25.89045
8,2.5,0000 1 Aug 1991,25.65673
9,2.5,0000 1 Aug 1991,26.08925
10,2.5,0000 1 Aug 1991,25.68167
1,3.5,0000 1 Aug 1991,25.56442
2,3.5,0000 1 Aug 1991,25.8097
3,3.5,0000 1 Aug 1991,26.39636
4,3.5,0000 1 Aug 1991,25.78085
5,3.5,0000 1 Aug 1991,25.79101
6,3.5,0000 1 Aug 1991,25.86542
7,3.5,0000 1 Aug 1991,26.0389
8,3.5,0000 1 Aug 1991,25.79708
9,3.5,0000 1 Aug 1991,26.20582
10,3.5,0000 1 Aug 1991,25.79343
1,4.5,0000 1 Aug 1991,25.93905
2,4.5,0000 1 Aug 1991,26.12359
3,4.5,0000 1 Aug 1991,26.97241
4,4.5,0000 1 Aug 1991,26.08546
5,4.5,0000 1 Aug 1991,25.86829
6,4.5,0000 1 Aug 1991,26.15928
7,4.5,0000 1 Aug 1991,26.43621
8,4.5,0000 1 Aug 1991,26.02303
9,4.5,0000 1 Aug 1991,26.33074
10,4.5,0000 1 Aug 1991,26.13935
1,5.5,0000 1 Aug 1991,26.19136
2,5.5,0000 1 Aug 1991,26.49316
3,5.5,0000 1 Aug 1991,27.40783
4,5.5,0000 1 Aug 1991,26.39263
5,5.5,0000 1 Aug 1991,25.84897
6,5.5,0000 1 Aug 1991,26.47505
7,5.5,0000 1 Aug 1991,26.91039
8,5.5,0000 1 Aug 1991,26.14688
9,5.5,0000 1 Aug 1991,26.48909
10,5.5,0000 1 Aug 1991,26.45938
1,6.5,0000 1 Aug 1991,26.51065
2,6.5,0000 1 Aug 1991,26.90796
3,6.5,0000 1 Aug 1991,27.69119
4,6.5,0000 1 Aug 1991,26.7491
5,6.5,0000 1 Aug 1991,25.92433
6,6.5,0000 1 Aug 1991,26.8356
7,6.5,0000 1 Aug 1991,27.51016
8,6.5,0000 1 Aug 1991,26.2635
9,6.5,0000 1 Aug 1991,26.83596
10,6.5,0000 1 Aug 1991,26.83337
1,7.5,0000 1 Aug 1991,27.09061
2,7.5,0000 1 Aug 1991,27.36776
3,7.5,0000 1 Aug 1991,28.01035
4,7.5,0000 1 Aug 1991,27.21862
5,7.5,0000 1 Aug 1991,26.39577
6,7.5,0000 1 Aug 1991,27.32334
7,7.5,0000 1 Aug 1991,28.15528
8,7.5,0000 1 Aug 1991,26.68135
9,7.5,0000 1 Aug 1991,27.34569
10,7.5,0000 1 Aug 1991,27.33898
1,8.5,0000 1 Aug 1991,27.82922
2,8.5,0000 1 Aug 1991,27.92586
3,8.5,0000 1 Aug 1991,28.43481
4,8.5,0000 1 Aug 1991,27.79122
5,8.5,0000 1 Aug 1991,27.05853
6,8.5,0000 1 Aug 1991,27.94591
7,8.5,0000 1 Aug 1991,28.63416
8,8.5,0000 1 Aug 1991,27.30842
9,8.5,0000 1 Aug 1991,27.94889
10,8.5,0000 1 Aug 1991,27.90391
1,9.5,0000 1 Aug 1991,28.43306
2,9.5,0000 1 Aug 1991,28.35371
3,9.5,0000 1 Aug 1991,28.73478
4,9.5,0000 1 Aug 1991,28.19092
5,9.5,0000 1 Aug 1991,27.62578
6,9.5,0000 1 Aug 1991,28.42682
7,9.5,0000 1 Aug 1991,28.89294
8,9.5,0000 1 Aug 1991,27.83439
9,9.5,0000 1 Aug 1991,28.41222
10,9.5,0000 1 Aug 1991,28.31989
1,10.5,0000 1 Aug 1991,28.73023
2,10.5,0000 1 Aug 1991,28.49693
3,10.5,0000 1 Aug 1991,28.82605
4,10.5,0000 1 Aug 1991,28.35691
5,10.5,0000 1 Aug 1991,27.82757
6,10.5,0000 1 Aug 1991,28.68661
7,10.5,0000 1 Aug 1991,28.9579
8,10.5,0000 1 Aug 1991,28.08046
9,10.5,0000 1 Aug 1991,28.71962
10,10.5,0000 1 Aug 1991,28.47876
1,1.5,0000 1 Sep 1991,26.72707
2,1.5,0000 1 Sep 1991,26.47119
3,1.5,0000 1 Sep 1991,26.59559
4,1.5,0000 1 Sep 1991,26.51695
5,1.5,0000 1 Sep 1991,26.5096
6,1.5,0000 1 Sep 1991,26.56856
7,1.5,0000 1 Sep 1991,26.62553
8,1.5,0000 1 Sep 1991,26.57395
9,1.5,0000 1 Sep 1991,26.5139
10,1.5,0000 1 Sep 1991,26.61739
1,2.5,0000 1 Sep 1991,26.97088
2,2.5,0000 1 Sep 1991,26.48597
3,2.5,0000 1 Sep 1991,26.75034
4,2.5,0000 1 Sep 1991,26.45057
5,2.5,0000 1 Sep 1991,26.52195
6,2.5,0000 1 Sep 1991,26.66424
7,2.5,0000 1 Sep 1991,26.61087
8,2.5,0000 1 Sep 1991,26.62341
9,2.5,0000 1 Sep 1991,26.49312
10,2.5,0000 1 Sep 1991,26.66637
1,3.5,0000 1 Sep 1991,27.30309
2,3.5,0000 1 Sep 1991,26.76218
3,3.5,0000 1 Sep 1991,27.08342
4,3.5,0000 1 Sep 1991,26.54381
5,3.5,0000 1 Sep 1991,26.68809
6,3.5,0000 1 Sep 1991,26.95268
7,3.5,0000 1 Sep 1991,26.82735
8,3.5,0000 1 Sep 1991,26.80141
9,3.5,0000 1 Sep 1991,26.599
10,3.5,0000 1 Sep 1991,27.052
1,4.5,0000 1 Sep 1991,27.55427
2,4.5,0000 1 Sep 1991,27.06234
3,4.5,0000 1 Sep 1991,27.39301
4,4.5,0000 1 Sep 1991,26.66246
5,4.5,0000 1 Sep 1991,26.88163
6,4.5,0000 1 Sep 1991,27.22272
7,4.5,0000 1 Sep 1991,27.12013
8,4.5,0000 1 Sep 1991,27.04258
9,4.5,0000 1 Sep 1991,26.85808
10,4.5,0000 1 Sep 1991,27.567
1,5.5,0000 1 Sep 1991,27.7891
2,5.5,0000 1 Sep 1991,27.43606
3,5.5,0000 1 Sep 1991,27.69448
4,5.5,0000 1 Sep 1991,26.92752
5,5.5,0000 1 Sep 1991,27.16177
6,5.5,0000 1 Sep 1991,27.56173
7,5.5,0000 1 Sep 1991,27.51675
8,5.5,0000 1 Sep 1991,27.31032
9,5.5,0000 1 Sep 1991,27.1835
10,5.5,0000 1 Sep 1991,27.99487
1,6.5,0000 1 Sep 1991,28.15994
2,6.5,0000 1 Sep 1991,27.85173
3,6.5,0000 1 Sep 1991,28.1504
4,6.5,0000 1 Sep 1991,27.42266
5,6.5,0000 1 Sep 1991,27.57523
6,6.5,0000 1 Sep 1991,27.97009
7,6.5,0000 1 Sep 1991,27.98399
8,6.5,0000 1 Sep 1991,27.8041
9,6.5,0000 1 Sep 1991,27.70707
10,6.5,0000 1 Sep 1991,28.28726
1,7.5,0000 1 Sep 1991,28.56468
2,7.5,0000 1 Sep 1991,28.28945
3,7.5,0000 1 Sep 1991,28.60781
4,7.5,0000 1 Sep 1991,28.06762
5,7.5,0000 1 Sep 1991,28.0858
6,7.5,0000 1 Sep 1991,28.46642
7,7.5,0000 1 Sep 1991,28.51605
8,7.5,0000 1 Sep 1991,28.37892
9,7.5,0000 1 Sep 1991,28.32317
10,7.5,0000 1 Sep 1991,28.58178
1,8.5,0000 1 Sep 1991,28.88004
2,8.5,0000 1 Sep 1991,28.65064
3,8.5,0000 1 Sep 1991,28.90041
4,8.5,0000 1 Sep 1991,28.5643
5,8.5,0000 1 Sep 1991,28.50726
6,8.5,0000 1 Sep 1991,28.7362
7,8.5,0000 1 Sep 1991,28.90604
8,8.5,0000 1 Sep 1991,28.82232
9,8.5,0000 1 Sep 1991,28.78421
10,8.5,0000 1 Sep 1991,28.81658
1,9.5,0000 1 Sep 1991,28.95278
2,9.5,0000 1 Sep 1991,28.83072
3,9.5,0000 1 Sep 1991,28.98792
4,9.5,0000 1 Sep 1991,28.77836
5,9.5,0000 1 Sep 1991,28.72252
6,9.5,0000 1 Sep 1991,28.85977
7,9.5,0000 1 Sep 1991,29.07447
8,9.5,0000 1 Sep 1991,28.93072
9,9.5,0000 1 Sep 1991,29.00862
10,9.5,0000 1 Sep 1991,28.8435
1,10.5,0000 1 Sep 1991,28.85681
2,10.5,0000 1 Sep 1991,28.74031
3,10.5,0000 1 Sep 1991,28.93107
4,10.5,0000 1 Sep 1991,28.82915
5,10.5,0000 1 Sep 1991,28.6585
6,10.5,0000 1 Sep 1991,28.82775
7,10.5,0000 1 Sep 1991,28.99793
8,10.5,0000 1 Sep 1991,28.90959
9,10.5,0000 1 Sep 1991,29.08245
10,10.5,0000 1 Sep 1991,28.50361
1,1.5,0000 1 Oct 1991,27.02861
2,1.5,0000 1 Oct 1991,27.01634
3,1.5,0000 1 Oct 1991,27.07062
4,1.5,0000 1 Oct 1991,27.02274
5,1.5,0000 1 Oct 1991,26.95375
6,1.5,0000 1 Oct 1991,26.94504
7,1.5,0000 1 Oct 1991,26.88658
8,1.5,0000 1 Oct 1991,26.90701
9,1.5,0000 1 Oct 1991,26.85264
10,1.5,0000 1 Oct 1991,27.05606
1,2.5,0000 1 Oct 1991,26.93849
2,2.5,0000 1 Oct 1991,26.81764
3,2.5,0000 1 Oct 1991,26.93092
4,2.5,0000 1 Oct 1991,26.86455
5,2.5,0000 1 Oct 1991,26.74544
6,2.5,0000 1 Oct 1991,26.60246
7,2.5,0000 1 Oct 1991,26.58447
8,2.5,0000 1 Oct 1991,26.74398
9,2.5,0000 1 Oct 1991,26.58859
10,2.5,0000 1 Oct 1991,27.05716
1,3.5,0000 1 Oct 1991,26.87175
2,3.5,0000 1 Oct 1991,26.74797
3,3.5,0000 1 Oct 1991,26.77968
4,3.5,0000 1 Oct 1991,26.84712
5,3.5,0000 1 Oct 1991,26.60732
6,3.5,0000 1 Oct 1991,26.28855
7,3.5,0000 1 Oct 1991,26.36874
8,3.5,0000 1 Oct 1991,26.75945
9,3.5,0000 1 Oct 1991,26.3618
10,3.5,0000 1 Oct 1991,27.16047
1,4.5,0000 1 Oct 1991,27.01195
2,4.5,0000 1 Oct 1991,26.95865
3,4.5,0000 1 Oct 1991,26.74563
4,4.5,0000 1 Oct 1991,27.17391
5,4.5,0000 1 Oct 1991,26.73487
6,4.5,0000 1 Oct 1991,26.27241
7,4.5,0000 1 Oct 1991,26.38674
8,4.5,0000 1 Oct 1991,27.01533
9,4.5,0000 1 Oct 1991,26.304
10,4.5,0000 1 Oct 1991,27.34697
1,5.5,0000 1 Oct 1991,27.33132
2,5.5,0000 1 Oct 1991,27.45473
3,5.5,0000 1 Oct 1991,26.95188
4,5.5,0000 1 Oct 1991,27.7016
5,5.5,0000 1 Oct 1991,27.10832
6,5.5,0000 1 Oct 1991,26.57429
7,5.5,0000 1 Oct 1991,26.78455
8,5.5,0000 1 Oct 1991,27.49769
9,5.5,0000 1 Oct 1991,26.53617
10,5.5,0000 1 Oct 1991,27.64129
1,6.5,0000 1 Oct 1991,27.77363
2,6.5,0000 1 Oct 1991,28.06196
3,6.5,0000 1 Oct 1991,27.35535
4,6.5,0000 1 Oct 1991,28.22262
5,6.5,0000 1 Oct 1991,27.72507
6,6.5,0000 1 Oct 1991,27.0892
7,6.5,0000 1 Oct 1991,27.42012
8,6.5,0000 1 Oct 1991,28.02375
9,6.5,0000 1 Oct 1991,26.93373
10,6.5,0000 1 Oct 1991,28.07431
1,7.5,0000 1 Oct 1991,28.0616
2,7.5,0000 1 Oct 1991,28.58559
3,7.5,0000 1 Oct 1991,27.64106
4,7.5,0000 1 Oct 1991,28.60204
5,7.5,0000 1 Oct 1991,28.25303
6,7.5,0000 1 Oct 1991,27.4852
7,7.5,0000 1 Oct 1991,28.0174
8,7.5,0000 1 Oct 1991,28.41074
9,7.5,0000 1 Oct 1991,27.20155
10,7.5,0000 1 Oct 1991,28.48701
1,8.5,0000 1 Oct 1991,28.01687
2,8.5,0000 1 Oct 1991,28.77304
3,8.5,0000 1 Oct 1991,27.41491
4,8.5,0000 1 Oct 1991,28.77665
5,8.5,0000 1 Oct 1991,28.51427
6,8.5,0000 1 Oct 1991,27.46633
7,8.5,0000 1 Oct 1991,28.29302
8,8.5,0000 1 Oct 1991,28.6026
9,8.5,0000 1 Oct 1991,27.02134
10,8.5,0000 1 Oct 1991,28.69454
1,9.5,0000 1 Oct 1991,27.59997
2,9.5,0000 1 Oct 1991,28.65287
3,9.5,0000 1 Oct 1991,26.70179
4,9.5,0000 1 Oct 1991,28.8323
5,9.5,0000 1 Oct 1991,28.45758
6,9.5,0000 1 Oct 1991,26.90186
7,9.5,0000 1 Oct 1991,28.23321
8,9.5,0000 1 Oct 1991,28.57553
9,9.5,0000 1 Oct 1991,26.53705
10,9.5,0000 1 Oct 1991,28.42199
1,10.5,0000 1 Oct 1991,26.91321
2,10.5,0000 1 Oct 1991,28.32709
3,10.5,0000 1 Oct 1991,25.90412
4,10.5,0000 1 Oct 1991,28.75267
5,10.5,0000 1 Oct 1991,28.30502
6,10.5,0000 1 Oct 1991,26.08355
7,10.5,0000 1 Oct 1991,27.97271
8,10.5,0000 1 Oct 1991,28.43509
9,10.5,0000 1 Oct 1991,25.9327
10,10.5,0000 1 Oct 1991,27.75579
1,1.5,0000 1 Nov 1991,27.02552
2,1.5,0000 1 Nov 1991,27.08604
3,1.5,0000 1 Nov 1991,27.26976
4,1.5,0000 1 Nov 1991,27.14106
5,1.5,0000 1 Nov 1991,27.23168
6,1.5,0000 1 Nov 1991,27.19582
7,1.5,0000 1 Nov 1991,27.16799
8,1.5,0000 1 Nov 1991,27.24752
9,1.5,0000 1 Nov 1991,26.98731
10,1.5,0000 1 Nov 1991,27.06724
1,2.5,0000 1 Nov 1991,26.73554
2,2.5,0000 1 Nov 1991,26.88719
3,2.5,0000 1 Nov 1991,27.10246
4,2.5,0000 1 Nov 1991,26.86451
5,2.5,0000 1 Nov 1991,27.11753
6,2.5,0000 1 Nov 1991,26.98553
7,2.5,0000 1 Nov 1991,27.01258
8,2.5,0000 1 Nov 1991,27.05817
9,2.5,0000 1 Nov 1991,26.59653
10,2.5,0000 1 Nov 1991,26.70656
1,3.5,0000 1 Nov 1991,26.6596
2,3.5,0000 1 Nov 1991,26.91614
3,3.5,0000 1 Nov 1991,27.08684
4,3.5,0000 1 Nov 1991,26.76896
5,3.5,0000 1 Nov 1991,27.20051
6,3.5,0000 1 Nov 1991,26.96633
7,3.5,0000 1 Nov 1991,27.05859
8,3.5,0000 1 Nov 1991,27.05137
9,3.5,0000 1 Nov 1991,26.48511
10,3.5,0000 1 Nov 1991,26.59143
1,4.5,0000 1 Nov 1991,26.96493
2,4.5,0000 1 Nov 1991,27.35785
3,4.5,0000 1 Nov 1991,27.32355
4,4.5,0000 1 Nov 1991,27.04876
5,4.5,0000 1 Nov 1991,27.54212
6,4.5,0000 1 Nov 1991,27.29887
7,4.5,0000 1 Nov 1991,27.47261
8,4.5,0000 1 Nov 1991,27.3635
9,4.5,0000 1 Nov 1991,26.79852
10,4.5,0000 1 Nov 1991,26.90299
1,5.5,0000 1 Nov 1991,27.3658
2,5.5,0000 1 Nov 1991,27.9578
3,5.5,0000 1 Nov 1991,27.72745
4,5.5,0000 1 Nov 1991,27.5544
5,5.5,0000 1 Nov 1991,28.09098
6,5.5,0000 1 Nov 1991,27.80769
7,5.5,0000 1 Nov 1991,28.02023
8,5.5,0000 1 Nov 1991,27.92209
9,5.5,0000 1 Nov 1991,27.30896
10,5.5,0000 1 Nov 1991,27.54072
1,6.5,0000 1 Nov 1991,27.62842
2,6.5,0000 1 Nov 1991,28.51685
3,6.5,0000 1 Nov 1991,28.07302
4,6.5,0000 1 Nov 1991,28.00833
5,6.5,0000 1 Nov 1991,28.51744
6,6.5,0000 1 Nov 1991,28.13004
7,6.5,0000 1 Nov 1991,28.50817
8,6.5,0000 1 Nov 1991,28.30031
9,6.5,0000 1 Nov 1991,27.57207
10,6.5,0000 1 Nov 1991,28.04527
1,7.5,0000 1 Nov 1991,27.36715
2,7.5,0000 1 Nov 1991,28.76436
3,7.5,0000 1 Nov 1991,28.07697
4,7.5,0000 1 Nov 1991,28.07424
5,7.5,0000 1 Nov 1991,28.70131
6,7.5,0000 1 Nov 1991,27.99941
7,7.5,0000 1 Nov 1991,28.73082
8,7.5,0000 1 Nov 1991,28.35078
9,7.5,0000 1 Nov 1991,27.39311
10,7.5,0000 1 Nov 1991,28.10995
1,8.5,0000 1 Nov 1991,26.73157
2,8.5,0000 1 Nov 1991,28.77668
3,8.5,0000 1 Nov 1991,27.54539
4,8.5,0000 1 Nov 1991,27.72719
5,8.5,0000 1 Nov 1991,28.63074
6,8.5,0000 1 Nov 1991,27.21729
7,8.5,0000 1 Nov 1991,28.66472
8,8.5,0000 1 Nov 1991,27.88729
9,8.5,0000 1 Nov 1991,26.74969
10,8.5,0000 1 Nov 1991,27.67021
1,9.5,0000 1 Nov 1991,25.89916
2,9.5,0000 1 Nov 1991,28.61653
3,9.5,0000 1 Nov 1991,26.81717
4,9.5,0000 1 Nov 1991,27.09632
5,9.5,0000 1 Nov 1991,28.37535
6,9.5,0000 1 Nov 1991,26.22152
7,9.5,0000 1 Nov 1991,28.39924
8,9.5,0000 1 Nov 1991,27.21004
9,9.5,0000 1 Nov 1991,25.90028
10,9.5,0000 1 Nov 1991,26.82433
1,10.5,0000 1 Nov 1991,25.23519
2,10.5,0000 1 Nov 1991,28.6284
3,10.5,0000 1 Nov 1991,26.34266
4,10.5,0000 1 Nov 1991,26.63361
5,10.5,0000 1 Nov 1991,28.19563
6,10.5,0000 1 Nov 1991,25.50592
7,10.5,0000 1 Nov 1991,28.16591
8,10.5,0000 1 Nov 1991,26.60165
9,10.5,0000 1 Nov 1991,25.23201
10,10.5,0000 1 Nov 1991,26.0799
1,1.5,0000 1 Dec 1991,27.74465
2,1.5,0000 1 Dec 1991,27.61812
3,1.5,0000 1 Dec 1991,27.76764
4,1.5,0000 1 Dec 1991,27.87766
5,1.5,0000 1 Dec 1991,27.72424
6,1.5,0000 1 Dec 1991,27.60794
7,1.5,0000 1 Dec 1991,27.93515
8,1.5,0000 1 Dec 1991,27.80451
9,1.5,0000 1 Dec 1991,27.66266
10,1.5,0000 1 Dec 1991,27.76219
1,2.5,0000 1 Dec 1991,27.59323
2,2.5,0000 1 Dec 1991,27.47666
3,2.5,0000 1 Dec 1991,27.60997
4,2.5,0000 1 Dec 1991,27.77677
5,2.5,0000 1 Dec 1991,27.61579
6,2.5,0000 1 Dec 1991,27.37854
7,2.5,0000 1 Dec 1991,27.84818
8,2.5,0000 1 Dec 1991,27.64311
9,2.5,0000 1 Dec 1991,27.58692
10,2.5,0000 1 Dec 1991,27.69195
1,3.5,0000 1 Dec 1991,27.65002
2,3.5,0000 1 Dec 1991,27.58008
3,3.5,0000 1 Dec 1991,27.60183
4,3.5,0000 1 Dec 1991,27.83388
5,3.5,0000 1 Dec 1991,27.7178
6,3.5,0000 1 Dec 1991,27.3485
7,3.5,0000 1 Dec 1991,27.88071
8,3.5,0000 1 Dec 1991,27.68301
9,3.5,0000 1 Dec 1991,27.73966
10,3.5,0000 1 Dec 1991,27.82688
1,4.5,0000 1 Dec 1991,28.00532
2,4.5,0000 1 Dec 1991,28.01125
3,4.5,0000 1 Dec 1991,27.89057
4,4.5,0000 1 Dec 1991,28.0255
5,4.5,0000 1 Dec 1991,27.99891
6,4.5,0000 1 Dec 1991,27.58726
7,4.5,0000 1 Dec 1991,28.12203
8,4.5,0000 1 Dec 1991,28.01361
9,4.5,0000 1 Dec 1991,28.08528
10,4.5,0000 1 Dec 1991,28.22204
1,5.5,0000 1 Dec 1991,28.41944
2,5.5,0000 1 Dec 1991,28.38183
3,5.5,0000 1 Dec 1991,28.19401
4,5.5,0000 1 Dec 1991,28.20966
5,5.5,0000 1 Dec 1991,28.2363
6,5.5,0000 1 Dec 1991,27.79046
7,5.5,0000 1 Dec 1991,28.39092
8,5.5,0000 1 Dec 1991,28.28881
9,5.5,0000 1 Dec 1991,28.35442
10,5.5,0000 1 Dec 1991,28.56058
1,6.5,0000 1 Dec 1991,28.54539
2,6.5,0000 1 Dec 1991,28.42257
3,6.5,0000 1 Dec 1991,28.22806
4,6.5,0000 1 Dec 1991,27.90518
5,6.5,0000 1 Dec 1991,28.05989
6,6.5,0000 1 Dec 1991,27.55063
7,6.5,0000 1 Dec 1991,28.39002
8,6.5,0000 1 Dec 1991,28.11795
9,6.5,0000 1 Dec 1991,28.25443
10,6.5,0000 1 Dec 1991,28.65795
1,7.5,0000 1 Dec 1991,28.21638
2,7.5,0000 1 Dec 1991,28.11952
3,7.5,0000 1 Dec 1991,27.77323
4,7.5,0000 1 Dec 1991,27.09953
5,7.5,0000 1 Dec 1991,27.49077
6,7.5,0000 1 Dec 1991,26.80882
7,7.5,0000 1 Dec 1991,27.99304
8,7.5,0000 1 Dec 1991,27.47793
9,7.5,0000 1 Dec 1991,27.64591
10,7.5,0000 1 Dec 1991,28.40801
1,8.5,0000 1 Dec 1991,27.59312
2,8.5,0000 1 Dec 1991,27.55229
3,8.5,0000 1 Dec 1991,26.95378
4,8.5,0000 1 Dec 1991,26.04145
5,8.5,0000 1 Dec 1991,26.79081
6,8.5,0000 1 Dec 1991,26.01539
7,8.5,0000 1 Dec 1991,27.40349
8,8.5,0000 1 Dec 1991,26.69245
9,8.5,0000 1 Dec 1991,26.73858
10,8.5,0000 1 Dec 1991,27.93756
1,9.5,0000 1 Dec 1991,27.01146
2,9.5,0000 1 Dec 1991,27.0541
3,9.5,0000 1 Dec 1991,26.23483
4,9.5,0000 1 Dec 1991,25.21959
5,9.5,0000 1 Dec 1991,26.30651
6,9.5,0000 1 Dec 1991,25.59644
7,9.5,0000 1 Dec 1991,26.88309
8,9.5,0000 1 Dec 1991,26.15918
9,9.5,0000 1 Dec 1991,26.07488
10,9.5,0000 1 Dec 1991,27.49268
1,10.5,0000 1 Dec 1991,26.85917
2,10.5,0000 1 Dec 1991,26.79564
3,10.5,0000 1 Dec 1991,25.96854
4,10.5,0000 1 Dec 1991,24.97987
5,10.5,0000 1 Dec 1991,26.20428
6,10.5,0000 1 Dec 1991,25.55676
7,10.5,0000 1 Dec 1991,26.73968
8,10.5,0000 1 Dec 1991,26.00212
9,10.5,0000 1 Dec 1991,25.94993
10,10.5,0000 1 Dec 1991,27.37298
1,1.5,0000 1 Jan 1992,27.93594
2,1.5,0000 1 Jan 1992,27.91754
3,1.5,0000 1 Jan 1992,28.02349
4,1.5,0000 1 Jan 1992,28.08222
5,1.5,0000 1 Jan 1992,27.91449
6,1.5,0000 1 Jan 1992,28.06344
7,1.5,0000 1 Jan 1992,28.08963
8,1.5,0000 1 Jan 1992,28.04586
9,1.5,0000 1 Jan 1992,27.97296
10,1.5,0000 1 Jan 1992,27.95548
1,2.5,0000 1 Jan 1992,27.98035
2,2.5,0000 1 Jan 1992,27.9523
3,2.5,0000 1 Jan 1992,27.99098
4,2.5,0000 1 Jan 1992,28.15725
5,2.5,0000 1 Jan 1992,27.88659
6,2.5,0000 1 Jan 1992,28.14191
7,2.5,0000 1 Jan 1992,28.12593
8,2.5,0000 1 Jan 1992,28.10086
9,2.5,0000 1 Jan 1992,28.05913
10,2.5,0000 1 Jan 1992,28.09146
