L,MON,LDC_SST_CanCM4i_IC3
4.5,0000 1 Jan 2019,300.7995
5.5,0000 1 Jan 2019,300.6275
6.5,0000 1 Jan 2019,300.0955
7.5,0000 1 Jan 2019,299.4465
8.5,0000 1 Jan 2019,298.9886
9.5,0000 1 Jan 2019,298.9166
10.5,0000 1 Jan 2019,299.0822
1.5,0000 1 Feb 2019,300.8497
2.5,0000 1 Feb 2019,301.1501
3.5,0000 1 Feb 2019,301.2407
4.5,0000 1 Feb 2019,300.9023
5.5,0000 1 Feb 2019,300.115
6.5,0000 1 Feb 2019,299.2341
7.5,0000 1 Feb 2019,298.6531
8.5,0000 1 Feb 2019,298.5415
9.5,0000 1 Feb 2019,298.6883
10.5,0000 1 Feb 2019,298.8331
1.5,0000 1 Mar 2019,301.6155
2.5,0000 1 Mar 2019,301.7045
3.5,0000 1 Mar 2019,301.4807
4.5,0000 1 Mar 2019,300.9638
5.5,0000 1 Mar 2019,300.385
6.5,0000 1 Mar 2019,300.0243
7.5,0000 1 Mar 2019,300.0513
8.5,0000 1 Mar 2019,300.3273
9.5,0000 1 Mar 2019,300.559
10.5,0000 1 Mar 2019,300.6664
1.5,0000 1 Apr 2019,301.7637
2.5,0000 1 Apr 2019,301.4532
3.5,0000 1 Apr 2019,300.7845
4.5,0000 1 Apr 2019,300.0922
5.5,0000 1 Apr 2019,299.6816
6.5,0000 1 Apr 2019,299.7431
7.5,0000 1 Apr 2019,300.0723
8.5,0000 1 Apr 2019,300.3296
9.5,0000 1 Apr 2019,300.421
10.5,0000 1 Apr 2019,300.4659
1.5,0000 1 May 2019,301.432
2.5,0000 1 May 2019,300.704
3.5,0000 1 May 2019,299.943
4.5,0000 1 May 2019,299.5083
5.5,0000 1 May 2019,299.5583
6.5,0000 1 May 2019,299.877
7.5,0000 1 May 2019,300.1685
8.5,0000 1 May 2019,300.3655
9.5,0000 1 May 2019,300.5053
10.5,0000 1 May 2019,300.7881
1.5,0000 1 Jun 2019,300.842
2.5,0000 1 Jun 2019,300.1119
3.5,0000 1 Jun 2019,299.6779
4.5,0000 1 Jun 2019,299.7326
5.5,0000 1 Jun 2019,300.0637
6.5,0000 1 Jun 2019,300.3299
7.5,0000 1 Jun 2019,300.4724
8.5,0000 1 Jun 2019,300.5864
9.5,0000 1 Jun 2019,300.8867
10.5,0000 1 Jun 2019,301.2707
1.5,0000 1 Jul 2019,299.708
2.5,0000 1 Jul 2019,299.053
3.5,0000 1 Jul 2019,298.9808
4.5,0000 1 Jul 2019,299.243
5.5,0000 1 Jul 2019,299.5176
6.5,0000 1 Jul 2019,299.7313
7.5,0000 1 Jul 2019,299.9366
8.5,0000 1 Jul 2019,300.3068
9.5,0000 1 Jul 2019,300.7573
10.5,0000 1 Jul 2019,301.0662
1.5,0000 1 Aug 2019,299.2504
2.5,0000 1 Aug 2019,299.0276
3.5,0000 1 Aug 2019,299.22
4.5,0000 1 Aug 2019,299.4501
5.5,0000 1 Aug 2019,299.5962
6.5,0000 1 Aug 2019,299.7915
7.5,0000 1 Aug 2019,300.0984
8.5,0000 1 Aug 2019,300.4554
9.5,0000 1 Aug 2019,300.624
10.5,0000 1 Aug 2019,300.4328
1.5,0000 1 Sep 2019,299.3986
2.5,0000 1 Sep 2019,299.4453
3.5,0000 1 Sep 2019,299.6053
4.5,0000 1 Sep 2019,299.7683
5.5,0000 1 Sep 2019,299.9065
6.5,0000 1 Sep 2019,300.1855
7.5,0000 1 Sep 2019,300.508
8.5,0000 1 Sep 2019,300.6747
9.5,0000 1 Sep 2019,300.4044
10.5,0000 1 Sep 2019,299.6419
1.5,0000 1 Oct 2019,299.5026
2.5,0000 1 Oct 2019,299.3639
3.5,0000 1 Oct 2019,299.4029
4.5,0000 1 Oct 2019,299.5399
5.5,0000 1 Oct 2019,299.8577
6.5,0000 1 Oct 2019,300.3078
7.5,0000 1 Oct 2019,300.6388
8.5,0000 1 Oct 2019,300.5725
9.5,0000 1 Oct 2019,300.0004
10.5,0000 1 Oct 2019,299.2312
1.5,0000 1 Nov 2019,299.7313
2.5,0000 1 Nov 2019,299.3974
3.5,0000 1 Nov 2019,299.3147
4.5,0000 1 Nov 2019,299.6023
5.5,0000 1 Nov 2019,299.9899
6.5,0000 1 Nov 2019,300.241
7.5,0000 1 Nov 2019,300.0003
8.5,0000 1 Nov 2019,299.302
9.5,0000 1 Nov 2019,298.4849
10.5,0000 1 Nov 2019,297.8134
1.5,0000 1 Dec 2019,299.7241
2.5,0000 1 Dec 2019,299.3559
3.5,0000 1 Dec 2019,299.3916
4.5,0000 1 Dec 2019,299.6219
5.5,0000 1 Dec 2019,299.8297
6.5,0000 1 Dec 2019,299.5554
7.5,0000 1 Dec 2019,298.8562
8.5,0000 1 Dec 2019,298.0848
9.5,0000 1 Dec 2019,297.5903
10.5,0000 1 Dec 2019,297.5044
1.5,0000 1 Jan 2020,299.7981
2.5,0000 1 Jan 2020,299.7965
3.5,0000 1 Jan 2020,299.9984
4.5,0000 1 Jan 2020,300.1363
5.5,0000 1 Jan 2020,299.8204
6.5,0000 1 Jan 2020,299.0847
7.5,0000 1 Jan 2020,298.2485
8.5,0000 1 Jan 2020,297.6589
9.5,0000 1 Jan 2020,297.4771
10.5,0000 1 Jan 2020,297.489
1.5,0000 1 Feb 2020,300.5528
2.5,0000 1 Feb 2020,300.7902
3.5,0000 1 Feb 2020,300.8111
4.5,0000 1 Feb 2020,300.351
5.5,0000 1 Feb 2020,299.4698
6.5,0000 1 Feb 2020,298.5661
7.5,0000 1 Feb 2020,297.9815
8.5,0000 1 Feb 2020,297.8394
9.5,0000 1 Feb 2020,297.8827
10.5,0000 1 Feb 2020,297.9536
1.5,0000 1 Mar 2020,301.1546
2.5,0000 1 Mar 2020,301.3301
3.5,0000 1 Mar 2020,301.0384
4.5,0000 1 Mar 2020,300.2908
5.5,0000 1 Mar 2020,299.505
6.5,0000 1 Mar 2020,298.9769
7.5,0000 1 Mar 2020,298.8599
8.5,0000 1 Mar 2020,298.937
9.5,0000 1 Mar 2020,299.0193
10.5,0000 1 Mar 2020,299.1134
1.5,0000 1 Apr 2020,301.4191
2.5,0000 1 Apr 2020,301.0479
3.5,0000 1 Apr 2020,300.2543
4.5,0000 1 Apr 2020,299.4557
5.5,0000 1 Apr 2020,299.011
6.5,0000 1 Apr 2020,299.017
7.5,0000 1 Apr 2020,299.2205
8.5,0000 1 Apr 2020,299.381
9.5,0000 1 Apr 2020,299.5048
10.5,0000 1 Apr 2020,299.6277
1.5,0000 1 May 2020,300.5014
2.5,0000 1 May 2020,299.6027
3.5,0000 1 May 2020,298.7534
4.5,0000 1 May 2020,298.2199
5.5,0000 1 May 2020,298.11
6.5,0000 1 May 2020,298.1729
7.5,0000 1 May 2020,298.3004
8.5,0000 1 May 2020,298.451
9.5,0000 1 May 2020,298.7338
10.5,0000 1 May 2020,299.2997
1.5,0000 1 Jun 2020,299.236
2.5,0000 1 Jun 2020,298.4185
3.5,0000 1 Jun 2020,298.0325
4.5,0000 1 Jun 2020,298.0417
5.5,0000 1 Jun 2020,298.2019
6.5,0000 1 Jun 2020,298.355
7.5,0000 1 Jun 2020,298.5087
8.5,0000 1 Jun 2020,298.7596
9.5,0000 1 Jun 2020,299.249
10.5,0000 1 Jun 2020,299.9009
1.5,0000 1 Jul 2020,298.727
2.5,0000 1 Jul 2020,298.0678
3.5,0000 1 Jul 2020,297.984
4.5,0000 1 Jul 2020,298.1516
5.5,0000 1 Jul 2020,298.3262
6.5,0000 1 Jul 2020,298.4987
7.5,0000 1 Jul 2020,298.7712
8.5,0000 1 Jul 2020,299.301
9.5,0000 1 Jul 2020,299.9714
10.5,0000 1 Jul 2020,300.4819
1.5,0000 1 Aug 2020,298.1401
2.5,0000 1 Aug 2020,297.6849
3.5,0000 1 Aug 2020,297.6992
4.5,0000 1 Aug 2020,297.8156
5.5,0000 1 Aug 2020,297.9338
6.5,0000 1 Aug 2020,298.196
7.5,0000 1 Aug 2020,298.7565
8.5,0000 1 Aug 2020,299.4713
9.5,0000 1 Aug 2020,300.0121
10.5,0000 1 Aug 2020,300.0937
1.5,0000 1 Sep 2020,298.233
2.5,0000 1 Sep 2020,297.9963
3.5,0000 1 Sep 2020,298.0505
4.5,0000 1 Sep 2020,298.221
5.5,0000 1 Sep 2020,298.518
6.5,0000 1 Sep 2020,299.0755
7.5,0000 1 Sep 2020,299.743
8.5,0000 1 Sep 2020,300.2614
9.5,0000 1 Sep 2020,300.3273
10.5,0000 1 Sep 2020,299.9358
1.5,0000 1 Oct 2020,297.8321
2.5,0000 1 Oct 2020,297.5265
3.5,0000 1 Oct 2020,297.5321
4.5,0000 1 Oct 2020,297.742
5.5,0000 1 Oct 2020,298.3417
6.5,0000 1 Oct 2020,299.0537
7.5,0000 1 Oct 2020,299.6203
8.5,0000 1 Oct 2020,299.7159
9.5,0000 1 Oct 2020,299.4275
10.5,0000 1 Oct 2020,299.0523
1.5,0000 1 Nov 2020,297.811
2.5,0000 1 Nov 2020,297.6179
3.5,0000 1 Nov 2020,297.6839
4.5,0000 1 Nov 2020,298.1548
5.5,0000 1 Nov 2020,298.7785
6.5,0000 1 Nov 2020,299.2796
7.5,0000 1 Nov 2020,299.3559
8.5,0000 1 Nov 2020,299.0421
9.5,0000 1 Nov 2020,298.6185
10.5,0000 1 Nov 2020,298.3591
1.5,0000 1 Dec 2020,297.8643
2.5,0000 1 Dec 2020,297.7046
3.5,0000 1 Dec 2020,298.0883
4.5,0000 1 Dec 2020,298.6785
5.5,0000 1 Dec 2020,299.2041
6.5,0000 1 Dec 2020,299.2446
7.5,0000 1 Dec 2020,298.8717
8.5,0000 1 Dec 2020,298.3995
9.5,0000 1 Dec 2020,298.1372
10.5,0000 1 Dec 2020,298.1332
